Word frequencies in bible.txt
word     frequency
separation : 2
antilles : 35
oranjestad : 3
selfgoverning : 19
requested : 2
cancellation : 1
automatically : 4
influence : 15
staten : 4
joint : 14
beatrix : 4
wilhelmina : 3
armgard : 3
felipe : 4
tromp : 1
nelson : 4
oduber : 3
electoral : 7
mep : 5
avp : 2
henny : 1
eman : 1
action : 37
adn : 9
pedro : 9
charro : 1
kelly : 4
patriotic : 18
ppn : 2
eddy : 1
werlemen : 1
ppa : 3
benny : 1
nisbet : 1
pda : 5
leo : 3
berlinski : 1
arturo : 2
liberty : 8
oha : 1
glenbert : 1
croes : 1
governing : 4
associate : 52
stripes : 13
portion : 20
fourpointed : 1
outlined : 5
hoistside : 39
corner : 34
refining : 43
storage : 3
rapidly : 19
alone : 4
steadily : 7
declined : 14
reopening : 2
refinery : 6
once : 9
earnings : 59
promises : 4
boost : 4
quality : 16
soils : 15
limit : 10
cultivation : 22
aloes : 2
florin : 8
florins : 8
allweather : 5
sint : 20
nicolaas : 1
fleet : 11
intermediaterange : 1
governmentowned : 5
transatlantic : 1
flights : 2
interisland : 12
maarten : 11
ashmore : 12
cartier : 11
reef : 19
middle : 36
islets : 6
mall : 20
exploration : 3
grass : 6
shoals : 4
reefs : 18
nature : 6
indonesia : 90
caretakers : 1
australian : 45
arts : 2
sports : 2
territories : 15
roslyn : 2
canberra : 7
relevant : 2
laws : 17
baltic : 18
davis : 5
mexico : 106
norwegian : 32
weddell : 2
nine : 13
develop : 6
cape : 56
verde : 39
move : 10
westward : 1
usually : 19
labrador : 2
warm : 35
gyre : 5
currents : 7
counterclockwise : 3
dominated : 38
midatlantic : 1
northsouth : 2
centerline : 1
entire : 8
trench : 5
manatee : 1
lions : 2
turtles : 5
sludge : 1
maracaibo : 6
sewage : 2
northwestern : 3
spotted : 1
bermuda : 27
madeira : 8
fog : 6
hazard : 7
shipping : 16
choke : 3
points : 18
dardanelles : 3
gibraltar : 34
panama : 64
suez : 9
canals : 7
straits : 13
dover : 3
florida : 6
mona : 3
oresund : 3
windward : 5
divides : 6
kiel : 4
canal : 21
lawrence : 5
seaway : 3
dredging : 2
aragonite : 3
sands : 5
bahamas : 38
alexandria : 5
egypt : 77
antwerp : 4
casablanca : 6
colon : 14
copenhagen : 5
dakar : 8
senegal : 71
gdansk : 6
hamburg : 6
helsinki : 9
palmas : 4
canary : 5
le : 7
havre : 2
lisbon : 5
london : 11
marseille : 7
montevideo : 7
montreal : 4
naples : 4
oslo : 10
piraeus : 1
janeiro : 6
rotterdam : 3
petersburg : 7
formerly : 86
leningrad : 5
stockholm : 5
macquarie : 2
deserts : 4
silver : 30
tungsten : 23
droughts : 29
floods : 15
regular : 6
invigorating : 1
breeze : 1
doctor : 1
occurs : 7
sixthlargest : 2
australians : 1
asian : 29
aboriginal : 1
native : 17
community : 35
wholesale : 5
retail : 4
commonwealth : 28
wales : 5
queensland : 1
tasmania : 3
colonies : 2
christmas : 18
cocos : 18
keeling : 8
heard : 15
mcdonald : 16
norfolk : 21
reservations : 32
william : 12
hayden : 1
keating : 2
howe : 2
hewson : 1
timothy : 1
fischer : 1
coulter : 1
liberalnational : 4
democrats : 31
independents : 55
anticommunist : 1
splinter : 3
group : 125
disarmament : 5
anzus : 5
apec : 17
bis : 30
cocom : 22
iea : 23
mtcr : 15
guest : 12
nea : 25
nsg : 19
oecd : 41
spf : 18
unficyp : 11
untag : 1
zc : 17
cook : 35
massachusetts : 45
melvin : 2
sembler : 1
moonah : 1
yarralumla : 1
ap : 22
melbourne : 5
perth : 2
sydney : 5
brisbane : 3
quadrant : 19
sevenpointed : 3
remaining : 8
cross : 45
constellation : 4
stars : 51
prosperous : 11
westernstyle : 1
capitalist : 4
comparable : 7
industrialized : 10
exporter : 30
fossil : 2
happened : 1
commodity : 6
big : 9
pushing : 3
manufactured : 71
competition : 4
continues : 19
cereals : 12
singapore : 86
taiwan : 68
hong : 85
kong : 83
transportation : 59
fruit : 55
suppliers : 8
licit : 4
opiate : 2
maintains : 12
controls : 33
straw : 3
concentrate : 4
donor : 33
dual : 4
owned : 80
kilometers : 16
privately : 20
stabilized : 13
shallowdraft : 12
craft : 26
adelaide : 2
cairns : 1
darwin : 1
devonport : 1
fremantle : 2
geelong : 1
hobart : 1
launceston : 1
mackay : 1
townsville : 1
vehicle : 31
combination : 67
oreoil : 28
runway : 24
papua : 57
guinea : 149
austria : 87
maine : 5
liechtenstein : 40
slovenia : 41
switzerland : 100
lowlands : 26
occasional : 28
showers : 5
alps : 7
gentle : 1
slopes : 3
margins : 1
magnesite : 5
aluminum : 25
lignite : 10
steep : 13
concentrated : 19
crossroads : 4
easily : 2
traversable : 2
alpine : 4
passes : 2
danube : 8
austrians : 2
austrian : 12
croatian : 17
slovene : 4
crafts : 4
employed : 22
laborers : 8
vienna : 5
bundeslander : 1
bundesland : 1
burgenland : 1
karnten : 1
niederosterreich : 1
oberosterreich : 1
salzburg : 3
steiermark : 1
tirol : 1
vorarlberg : 1
wien : 1
austrohungarian : 3
reinstated : 2
civilpenal : 1
chancellor : 6
bundesversammlung : 2
bundesrat : 3
nationalrat : 2
oberster : 2
gerichtshof : 2
verwaltungsgerichtshof : 1
bureaucratic : 2
verfassungsgerichtshof : 1
klestil : 2
franz : 5
vranitzky : 2
erhard : 2
busek : 2
spo : 3
ovp : 4
jorg : 1
haider : 1
kpo : 2
walter : 7
silbermayer : 1
alternative : 5
gal : 3
johannes : 2
voggenhuber : 1
ballot : 4
rudolf : 1
streicher : 1
composite : 4
leagues : 3
representing : 19
farmers : 16
ovporiented : 1
league : 39
industrialists : 3
lay : 5
ce : 31
cern : 22
efta : 16
esa : 16
hg : 5
mtrc : 1
undof : 7
friedrich : 1
hoess : 1
roy : 2
huffington : 1
boltzmanngasse : 1
boasts : 1
sizable : 12
proportion : 8
nationalized : 1
welfare : 18
benefits : 10
thanks : 3
material : 8
endowment : 1
technically : 1
skilled : 22
firms : 21
occupies : 8
niches : 2
enough : 3
feed : 5
unification : 18
opening : 6
boosted : 3
lesser : 9
slowed : 18
due : 10
weaker : 1
expected : 15
drop : 16
forecasted : 1
declining : 12
standards : 40
ls : 2
aging : 5
subsidies : 8
struggle : 2
keep : 7
capabilities : 2
applied : 6
negotiations : 20
adapt : 2
achieve : 4
freer : 2
interchange : 1
europeformer : 2
foodstuffs : 100
foods : 28
pulp : 11
grains : 28
sawn : 3
wood : 56
schilling : 2
schillings : 2
groschen : 1
tracked : 2
autobahn : 4
communal : 10
linz : 1
efficient : 10
repeaters : 43
eutelsat : 16
division : 17
nakhichevan : 5
regions : 58
caspian : 9
regarding : 1
concerns : 2
azeris : 2
desire : 4
absorption : 2
andor : 6
azeri : 4
irredentist : 2
steppe : 2
kura : 3
lowland : 14
great : 44
caucasus : 3
karabakh : 1
upland : 6
baku : 6
aspheson : 1
juts : 1
cultivated : 13
hectares : 9
apsheron : 1
sumgait : 1
ecologically : 1
devastated : 3
polluters : 1
azerbaijanis : 1
daghestanis : 1
share : 26
violence : 7
moslem : 2
shortform : 10
baky : 3
avtomnaya : 3
respublika : 5
officially : 20
milli : 4
majlis : 18
shura : 1
presidentelect : 1
ebulfez : 2
elcibey : 2
rahim : 1
guseynov : 1
bloc : 13
grouping : 4
figures : 19
approximate : 1
unofficial : 6
selfproclaimed : 1
robert : 20
miles : 16
intourist : 1
eightpointed : 1
industrially : 1
transcaucasian : 1
resembles : 3
structural : 10
economys : 5
generate : 3
needed : 7
spur : 5
unrest : 8
marked : 4
conflict : 7
region : 42
investors : 7
wary : 1
immediate : 3
favorable : 13
lack : 35
arrangements : 4
skittishness : 1
azerbaijans : 1
reliance : 2
oilfield : 2
rice : 110
tea : 36
eradication : 20
broadcasts : 3
turkish : 61
iranian : 10
receiveonly : 3
connecticut : 18
waters : 11
formations : 1
rounded : 2
cause : 4
flood : 3
adjacent : 7
chain : 5
nounbahamians : 1
adjectivebahamian : 1
god : 12
creole : 15
haitian : 9
definition : 5
hotels : 8
restaurants : 6
nassau : 5
abaco : 1
acklins : 1
andros : 1
berry : 1
biminis : 1
cat : 2
cay : 6
lobos : 1
crooked : 2
eleuthera : 1
exuma : 1
grand : 22
bahama : 1
harbour : 2
inagua : 1
mayaguana : 1
providence : 3
ragged : 1
rum : 22
salvador : 61
wells : 4
acting : 10
clifford : 1
darling : 1
lynden : 2
pindling : 2
plp : 5
o : 58
fnm : 2
alexander : 5
ingraham : 1
resultspercent : 1
item : 17
vanguard : 3
nationalist : 23
vnsp : 1
lionel : 1
carey : 1
tuc : 2
arlington : 1
miller : 2
margaret : 2
e : 26
bahamian : 4
chic : 1
hecht : 1
mosmar : 1
n : 16
aquamarine : 2
equilateral : 5
middleincome : 4
whose : 7
indirectly : 8
slackened : 1
nonetheless : 2
crawfish : 1
nigeria : 68
spiral : 2
welded : 1
pipe : 1
producers : 15
productscitrus : 1
pluraldollars : 1
freeport : 3
notea : 1
totally : 4
bahrain : 42
qatar : 43
hawar : 3
very : 20
humid : 57
gently : 11
escarpment : 1
associated : 12
nonassociated : 1
subsurface : 1
depleted : 3
requires : 6
desalination : 7
dust : 6
close : 7
transit : 16
bahrainis : 1
bahraini : 7
arab : 122
farsi : 2
urdu : 8
committee : 47
exists : 10
eight : 13
monarchy : 30
manama : 4
manatiq : 1
mintaqah : 5
hadd : 1
manamah : 1
gharbiyah : 2
wusta : 3
ash : 20
shamaliyah : 4
muharraq : 1
ar : 3
rifawa : 1
janubiyah : 1
jidd : 1
hafs : 1
madinat : 3
hamad : 5
isa : 4
mintaqat : 1
juzur : 1
sitrah : 2
amir : 9
crown : 26
prince : 30
heir : 16
apparent : 15
dissolved : 27
powers : 17
assumed : 9
appeals : 8
salman : 3
khalifa : 7
son : 18
born : 19
clandestine : 3
escwa : 17
gcc : 9
correspondent : 15
abd : 6
alrahman : 1
faris : 1
w : 19
hostler : 1
alahli : 1
zinj : 1
serrated : 2
account : 28
fluctuated : 2
changing : 5
fortunes : 4
example : 7
kuwait : 70
early : 38
mediumterm : 1
raised : 9
confidence : 4
communication : 20
home : 17
multinational : 4
uae : 56
smelting : 6
ship : 36
repairing : 2
subsidized : 7
shrimp : 33
catch : 50
bd : 4
fils : 8
bridgecauseway : 1
opened : 4
baker : 9
equatorial : 53
constant : 8
burning : 3
fringing : 5
guano : 8
worked : 5
treeless : 1
scattered : 14
grasses : 2
prostrate : 3
vines : 3
growing : 31
shrubs : 3
lacks : 5
fresh : 16
nesting : 4
roosting : 3
foraging : 3
habitat : 8
seabirds : 3
shorebirds : 3
wildlife : 25
remote : 5
just : 13
uninhabited : 18
civilians : 2
evacuated : 6
japanese : 20
attacks : 3
occupied : 21
abandoned : 8
specialuse : 3
permit : 7
restricted : 6
educators : 7
refuge : 5
landing : 4
beacon : 3
visited : 5
bangladesh : 55
wisconsin : 6
outer : 23
sharing : 4
upstream : 5
riparian : 4
ganges : 4
monsoon : 33
alluvial : 3
hilly : 15
vulnerable : 8
routinely : 1
flooded : 3
overpopulation : 2
completely : 13
bangladeshis : 1
bengali : 2
biharis : 1
tribals : 1
buddhist : 20
bangla : 1
oman : 49
belongs : 2
registered : 22
dhaka : 5
zillagulo : 1
zilla : 1
bagerhat : 1
bandarban : 1
barguna : 1
barisal : 1
bhola : 1
bogra : 1
brahmanbaria : 1
chandpur : 1
chapai : 1
nawabganj : 1
chattagram : 2
chuadanga : 1
comilla : 1
coxs : 1
bazar : 1
dinajpur : 1
faridpur : 1
feni : 1
gaibandha : 1
gazipur : 1
gopalganj : 1
habiganj : 1
jaipurhat : 1
jamalpur : 1
jessore : 1
jhalakati : 1
jhenaidah : 1
khagrachari : 1
khulna : 1
kishorganj : 1
kurigram : 1
kushtia : 1
laksmipur : 1
lalmonirhat : 1
madaripur : 1
magura : 1
manikganj : 1
meherpur : 1
moulavibazar : 1
munshiganj : 1
mymensingh : 1
naogaon : 1
narail : 1
narayanganj : 1
narsingdi : 1
nator : 1
netrakona : 1
nilphamari : 1
noakhali : 1
pabna : 1
panchagar : 1
parbattya : 1
patuakhali : 1
pirojpur : 1
rajbari : 1
rajshahi : 1
rangpur : 1
satkhira : 1
shariyatpur : 1
sherpur : 1
sirajganj : 1
sunamganj : 1
sylhet : 1
tangail : 1
thakurgaon : 1
suspended : 38
coup : 42
restored : 10
amended : 22
jatiya : 1
sangsad : 1
abdur : 2
rahman : 6
biswas : 2
khaleda : 2
ziaur : 2
bnp : 3
awami : 4
sheikh : 1
hasina : 1
wazed : 1
jatiyo : 2
hussain : 4
ershad : 1
jamaateislami : 1
ji : 3
ali : 25
bcp : 5
saifuddin : 1
manik : 1
muzaffar : 2
samajtantik : 1
dal : 4
siraj : 3
jalil : 1
ganotantri : 2
oikya : 2
jote : 2
ndp : 17
sabur : 1
khondakar : 1
mushtaque : 1
kazi : 2
zafar : 1
reserved : 4
women : 10
cbp : 1
saarc : 9
abul : 1
ahsan : 1
milam : 1
madani : 1
baridhara : 1
poorest : 21
jute : 11
crop : 38
hampered : 6
largescale : 9
furthermore : 4
disasters : 4
constraints : 5
averaged : 9
pushed : 5
saw : 1
further : 15
though : 7
increases : 11
alleviation : 1
poverty : 9
remains : 41
cornerstone : 2
strategy : 2
underemployment : 12
garments : 5
leather : 8
milk : 34
shortages : 29
oils : 14
taka : 4
tk : 2
paise : 2
chittagong : 1
chalna : 1
fair : 27
paramilitary : 23
rifles : 3
ansars : 1
highland : 6
easternmost : 1
barbadians : 1
barbadian : 5
pentecostal : 7
attended : 13
school : 15
institutions : 7
bridgetown : 8
christ : 3
andrew : 8
james : 19
joseph : 20
lucy : 1
city : 76
judicature : 2
dame : 3
nita : 1
barrow : 2
lloyd : 1
erskine : 2
sandiford : 2
dlp : 9
blp : 2
henry : 3
forde : 1
richie : 1
haynes : 1
frank : 5
walcott : 1
eric : 3
sealy : 1
belle : 2
rudi : 1
webster : 1
canadian : 13
imperial : 2
trident : 3
represents : 11
colonial : 3
contained : 2
complete : 5
gives : 3
historically : 9
employer : 2
bridgetowns : 1
reserves : 24
inability : 1
deficits : 10
adopt : 1
austere : 2
molasses : 4
components : 9
component : 4
bds : 2
islandwide : 4
lucia : 36
conscription : 17
bassas : 11
madagascar : 59
navigational : 3
tide : 1
mozambique : 56
possession : 8
commissioner : 33
jacques : 14
dewatre : 6
resident : 14
reunion : 37
belarus : 48
kansas : 5
latvia : 52
lithuania : 47
ukraine : 59
moist : 1
marshland : 1
peat : 8
contaminated : 1
fallout : 1
reactor : 1
accident : 1
chernobyl : 2
migrant : 36
belarusians : 1
belarusian : 2
byelorussian : 5
poles : 3
ukrainian : 21
jews : 4
mensk : 2
oblasts : 11
oblastey : 8
brest : 2
gomel : 1
grodno : 1
minsk : 4
mogilev : 1
vitebsk : 1
same : 27
belorussian : 2
redeclared : 1
stanislav : 2
shushkevich : 1
vyacheslav : 2
kebich : 1
mikhail : 3
myasnikovich : 1
zenon : 1
poznyak : 1
gusak : 1
cochairman : 2
gramada : 1
tkachev : 1
sobol : 1
martynov : 1
swartz : 1
ways : 1
higherthanaverage : 1
critical : 5
ranks : 9
fourth : 6
employing : 10
sole : 6
emphasizing : 1
chickens : 8
eggs : 29
flour : 11
amounts : 12
fuel : 32
druzhba : 1
pipeline : 4
lights : 1
enroute : 1
plastics : 7
synthetic : 4
fibers : 4
potash : 18
heating : 1
boiler : 1
supports : 7
end : 34
employ : 4
variety : 18
essential : 6
tractors : 5
offhighway : 1
dump : 2
trucksup : 1
ton : 11
wheeltype : 1
earthmovers : 1
wheeldrive : 1
highflotation : 1
tundra : 4
roadless : 1
feeding : 4
motorcycles : 2
linen : 1
refrigerators : 5
switched : 3
applications : 7
households : 6
unsatisfied : 3
rocket : 2
luxembourg : 70
equidistant : 4
neighbors : 7
ardennes : 1
capitals : 1
brussels : 5
seat : 11
belgians : 1
belgian : 17
fleming : 1
walloon : 5
flemish : 11
divided : 36
kingdom : 44
provincien : 2
provincie : 2
antwerpen : 1
brabant : 1
hainaut : 1
liege : 2
limburg : 2
namur : 1
oostvlaanderen : 1
westvlaanderen : 1
revising : 2
aim : 166
federalizing : 1
influenced : 4
theory : 11
ascension : 10
king : 29
leopold : 3
throne : 3
senaat : 1
senat : 5
kamer : 3
volksvertegenwoordigers : 1
chambre : 3
representants : 1
hof : 1
cassatie : 1
cassation : 11
baudouin : 1
i : 17
brother : 2
jeanluc : 1
dehaene : 1
cvp : 4
herman : 1
rompuy : 1
psc : 15
gerard : 6
deprez : 1
sp : 4
vandenbroucke : 1
ps : 21
pvv : 1
guy : 3
verhof : 1
stadt : 1
prl : 1
antoine : 1
duquesne : 1
francophone : 1
fdf : 1
georges : 11
clerfayt : 1
volksunie : 1
vu : 3
jaak : 1
gabriels : 1
pcb : 2
louis : 14
geyt : 1
vlaams : 1
blok : 1
vb : 1
karel : 1
dillen : 1
rossem : 2
fn : 7
werner : 2
steen : 1
differently : 2
agalev : 1
cox : 1
ecologist : 1
ecolo : 1
associations : 6
bankers : 3
middleclass : 1
artisans : 2
medical : 12
professions : 2
cultural : 17
interests : 31
flanders : 1
wallonia : 1
against : 11
pax : 1
christi : 2
acct : 42
benelux : 8
eib : 15
nato : 20
unmogip : 11
unrwa : 13
weu : 11
cassiers : 1
garfield : 1
atlanta : 12
bruce : 2
gelb : 1
boulevard : 13
du : 15
regent : 4
enterprise : 13
capitalized : 1
populous : 2
reinvestment : 1
import : 20
making : 9
belgiums : 1
surplus : 18
fell : 21
belgiumluxembourg : 10
oilexporting : 1
engineering : 10
processed : 18
beverages : 57
glass : 8
emphasis : 5
veal : 2
pork : 17
bf : 2
railways : 17
sncb : 1
operates : 15
autoroute : 1
brugge : 1
gent : 1
oostende : 1
zeebrugge : 1
technologically : 5
advanced : 13
automated : 3
mobile : 10
phone : 11
belize : 45
guatemala : 54
mouth : 1
sarstoon : 1
ranguana : 1
caye : 1
belizes : 3
according : 6
act : 15
framework : 5
negotiation : 1
definitive : 1
differences : 7
resolve : 7
begun : 10
swampy : 1
devastating : 2
belmopan : 3
belizeans : 1
belizean : 4
maya : 2
garifuna : 2
mennonite : 2
jehovahs : 6
witnesses : 6
carib : 4
types : 6
technical : 13
cayo : 1
corozal : 1
walk : 1
stann : 1
creek : 3
toledo : 2
honduras : 48
elmira : 1
minita : 1
gordon : 4
cadle : 1
price : 15
pup : 5
florencio : 1
marin : 1
said : 9
musa : 7
udp : 9
manuel : 8
esquivel : 2
dean : 2
lindo : 1
bpp : 2
sylvestre : 2
expelled : 4
count : 3
promotion : 2
education : 13
spear : 2
ico : 2
v : 16
hyde : 1
eugene : 2
scassa : 1
gabourel : 1
lane : 4
hutson : 1
scroll : 10
bottom : 31
encircled : 8
garland : 1
stripe : 11
edges : 13
bearing : 33
flanked : 6
mahogany : 2
tree : 9
motto : 6
ra : 1
floreo : 1
flourish : 1
shade : 1
agrobased : 1
merchandising : 1
assuming : 2
importance : 13
trading : 13
partner : 3
assisting : 1
reduce : 20
diversification : 2
seafood : 3
garment : 2
concentrates : 4
coca : 20
cultured : 1
cut : 22
marijuana : 6
bz : 2
shallow : 4
draught : 1
corozol : 1
punta : 3
gorda : 1
aboveaverage : 5
volunteer : 2
benin : 46
pennsylvania : 6
burkina : 59
togo : 49
undulating : 10
marble : 12
dusty : 7
harmattan : 13
affect : 3
marginal : 8
beninese : 2
fon : 2
adja : 1
yoruba : 4
bariba : 1
europeans : 18
vernaculars : 3
six : 27
working : 43
wage : 31
earners : 29
rule : 19
dropped : 17
marxismleninism : 1
portonovo : 1
atakora : 1
atlantique : 1
borgou : 1
mono : 2
oueme : 1
zou : 2
dahomey : 3
assemblee : 20
nationale : 18
nicephore : 2
soglo : 2
udfp : 1
timothee : 1
adanlin : 1
mdps : 1
jeanroger : 1
ahoyo : 1
uld : 1
marcellin : 1
degbe : 1
pndd : 1
renewal : 11
prd : 13
pascal : 2
chabi : 1
kao : 1
psd : 9
solidarity : 30
unsp : 1
bruno : 2
amoussou : 1
ncc : 2
tevoedjre : 1
rally : 19
rnd : 2
keke : 1
mndd : 1
bertin : 1
borna : 1
msup : 1
adebo : 1
adeniyi : 1
reconstruction : 16
udrn : 1
azaria : 1
fakorede : 1
uds : 2
mama : 1
amadou : 4
ndiaye : 1
rdl : 2
severin : 2
adjovi : 1
asd : 1
dossou : 1
bsd : 1
michel : 4
magnide : 1
akindes : 1
adekpedjou : 1
udrs : 1
bio : 1
gado : 1
seko : 2
ngoye : 1
tagnon : 1
udfpmdpsuld : 1
pnddprd : 1
psdunsp : 1
mnddmsupudrn : 1
asdbsd : 1
adpudrs : 1
mathieu : 1
kerekou : 1
pcd : 3
ceao : 14
ecowas : 20
entente : 9
fz : 27
wadb : 11
candide : 1
ahouansou : 1
cathedral : 2
harriet : 1
isom : 1
rue : 11
caporal : 1
anani : 1
bernard : 6
cotonou : 4
poorly : 11
generates : 9
contributes : 20
kept : 9
down : 23
benins : 1
palm : 42
cocoa : 58
intermediate : 15
beans : 29
peanuts : 31
communaute : 34
financiere : 25
africaine : 28
cfa : 14
cfaf : 26
laterite : 13
eligible : 6
females : 9
sexes : 3
liable : 4
subtropical : 17
gales : 2
depressions : 2
fostering : 1
ample : 1
lakes : 18
carolina : 6
reclaimed : 2
bermudians : 1
bermudian : 5
zion : 1
clerical : 4
professional : 7
managerial : 2
sales : 9
hamilton : 9
municipalities : 15
devonshire : 2
paget : 1
pembroke : 1
sandys : 1
smiths : 1
southampton : 2
warwick : 2
premier : 31
lord : 3
waddington : 1
swan : 3
ubp : 5
d : 19
frederick : 6
